Type :,DIL805
Test :,_Henrique-sp3-aq10Cs-resfr100Cs_01.01.07_


;Time;Temperature;Change in Length;Nominal Temperature
 506;88.43192291;850.01354980;132.61909485;850.00000000
 507;89.03224182;849.97302246;132.61384583;850.00000000
 508;89.63169098;850.11968994;132.71351624;850.00000000
 509;90.23224640;849.94885254;132.71090698;850.00000000
 510;90.83168793;849.99566650;132.69778442;850.00000000
 511;91.43124390;849.97235107;132.73974609;850.00000000
 512;92.03175354;850.01306152;132.76336670;850.00000000
 513;92.63124847;849.97161865;132.76336670;850.00000000
 514;93.23190308;850.02593994;132.77909851;850.00000000
 515;93.83120728;849.97204590;132.77122498;850.00000000
 516;94.43164063;850.01922607;132.80532837;850.00000000
 517;95.03203583;850.04840088;132.79484558;850.00000000
 518;95.63117218;850.10943604;132.82107544;850.00000000
 519;96.23152161;850.01348877;132.83680725;850.00000000
 520;96.83196259;849.96691895;132.81320190;850.00000000
 521;97.43231964;850.05108643;132.87878418;850.00000000
 522;98.03149414;849.95349121;132.88664246;850.00000000
 523;98.63172913;850.02093506;132.88403320;850.00000000
 524;99.23219299;849.93762207;132.92337036;850.00000000
 525;99.83142853;850.02435303;132.91026306;850.00000000
 526;100.43183899;850.01556396;132.91288757;850.00000000
 527;101.03225708;849.90808105;132.92337036;850.00000000
 528;101.63122559;849.97717285;132.91288757;850.00000000
 529;102.23183441;850.06677246;132.94174194;850.00000000
 530;102.83123016;850.02581787;132.90501404;850.00000000
 531;103.43180084;849.98999023;132.94172668;850.00000000
 532;104.03118896;850.00842285;132.94697571;850.00000000
 533;104.63176727;849.94885254;132.93649292;850.00000000
 534;105.23206329;850.05505371;132.90238953;850.00000000
 535;105.83145142;849.91302490;132.94960022;850.00000000
 536;106.43201447;849.87158203;132.98371887;850.00000000
 537;107.03121948;850.00842285;132.98632813;850.00000000
 538;107.63167572;849.93707275;132.98895264;850.00000000
 539;108.23210144;849.98944092;132.97845459;850.00000000
 540;108.83150482;849.88323975;132.99945068;850.00000000
 541;109.43180084;850.08441162;132.99945068;850.00000000
 542;110.03231049;850.00018311;133.03092957;850.00000000
 543;110.63150787;849.98480225;133.00993347;850.00000000
 544;111.23194122;849.91455078;133.02043152;850.00000000
 545;111.83119965;849.99627686;133.03092957;850.00000000
 546;112.43184662;849.93603516;133.02566528;850.00000000
 547;113.03130341;850.04333496;133.04141235;850.00000000
 548;113.63180542;849.99658203;133.03878784;850.00000000
 549;114.23117065;849.98480225;133.03878784;850.00000000
 550;114.83151245;849.95397949;133.02566528;850.00000000
 551;115.43200684;849.94793701;133.09649658;850.00000000
 552;116.03123474;850.07354736;133.07812500;850.00000000
 553;116.63188934;850.01513672;133.09126282;850.00000000
 554;117.23123932;850.13305664;133.05978394;850.00000000
 555;117.83189392;849.93603516;133.04403687;850.00000000
 556;118.43129730;850.13812256;133.10174561;850.00000000
 557;119.03186798;850.04382324;133.12535095;850.00000000
 558;119.63223267;850.00122070;133.11749268;850.00000000
 559;120.23155975;850.05560303;133.12799072;850.00000000
 560;120.83226013;850.00793457;133.14109802;850.00000000
 561;121.43154144;850.05053711;133.12274170;850.00000000
 562;122.03205109;849.96734619;133.13584900;850.00000000
 563;122.63230133;849.96118164;133.09912109;850.00000000
 564;123.23176575;849.94274902;133.15420532;850.00000000
 565;123.83218384;850.03192139;133.10174561;850.00000000
 566;124.43157959;850.02026367;133.13061523;850.00000000
 567;125.03199005;850.00183105;133.14109802;850.00000000
 568;125.63230133;849.87097168;133.15945435;850.00000000
 569;126.23174286;850.09112549;133.16995239;850.00000000
 570;126.83218384;849.94885254;133.12797546;850.00000000
 571;127.43182373;849.86639404;133.17259216;850.00000000
 572;128.03230286;850.06738281;133.19618225;850.00000000
 573;128.63160706;850.05725098;133.18305969;850.00000000
 574;129.23208618;850.05859375;133.19093323;850.00000000
 575;129.83140564;849.99047852;133.18307495;850.00000000
 576;130.43208313;850.04278564;133.19880676;850.00000000
 577;131.03131104;850.00842285;133.20668030;850.00000000
 578;131.63211060;850.04382324;133.24601746;850.00000000
 579;132.23138428;849.99609375;133.19880676;850.00000000
 580;132.83206177;850.11456299;133.24864197;850.00000000
 581;133.43135071;849.92938232;133.20930481;850.00000000
 582;134.03187561;850.02026367;133.21453857;850.00000000
 583;134.63232422;850.01470947;133.19355774;850.00000000
 584;135.23170471;849.99609375;133.22766113;850.00000000
 585;135.83221436;850.06231689;133.24601746;850.00000000
 586;136.43153381;850.07922363;133.24603271;850.00000000
 587;137.03202820;849.95452881;133.24076843;850.00000000
 588;137.63171387;850.06579590;133.25389099;850.00000000
 589;138.23225403;850.09259033;133.24603271;850.00000000
 590;138.83161926;850.03942871;133.28012085;850.00000000
 591;139.43225098;850.00842285;133.26701355;850.00000000
 592;140.03163147;849.94329834;133.25389099;850.00000000
 593;140.63214111;849.97924805;133.27224731;850.00000000
 594;141.23167419;850.13983154;133.28012085;850.00000000
 595;141.83193970;849.96069336;133.25914001;850.00000000
 596;142.43132019;849.94842529;133.25126648;850.00000000
 597;143.03167725;850.06958008;133.26963806;850.00000000
 598;143.63221741;849.86639404;133.28799438;850.00000000
 599;144.23152161;849.88439941;133.28012085;850.00000000
 600;144.83181763;850.03210449;133.28012085;850.00000000
 601;145.43133545;850.07293701;133.25126648;850.00000000
 602;146.03182983;850.03210449;133.25389099;850.00000000
 603;146.63229370;849.99047852;133.29586792;850.00000000
 604;147.23178101;850.09606934;133.28012085;850.00000000
 605;147.83117676;850.10333252;133.29324341;850.00000000
 606;148.43174744;849.96588135;133.31947327;850.00000000
 607;149.03123474;850.00238037;133.29849243;850.00000000
 608;149.63156128;850.03149414;133.30897522;850.00000000
 609;150.23217773;849.99151611;133.28799438;850.00000000
 610;150.83142090;849.99078369;133.30635071;850.00000000
 611;151.43194580;849.87200928;133.29324341;850.00000000
 612;152.03126526;850.10900879;133.30635071;850.00000000
 613;152.63145447;849.93206787;133.32734680;850.00000000
 614;153.23216248;850.07470703;133.33782959;850.00000000
 615;153.83149719;849.97357178;133.30897522;850.00000000
 616;154.43208313;850.11389160;133.30374146;850.00000000
 617;155.03123474;849.93811035;133.32734680;850.00000000
 618;155.63157654;850.04498291;133.31422424;850.00000000
 619;156.23207092;849.94488525;133.34832764;850.00000000
 620;156.83157349;850.00329590;133.35357666;850.00000000
 621;157.43209839;849.98028564;133.36668396;850.00000000
 622;158.03147888;850.00689697;133.37718201;850.00000000
 623;158.63214111;850.00738525;133.35357666;850.00000000
 624;159.23136902;850.09765625;133.36143494;850.00000000
 625;159.83174133;849.94842529;133.31422424;850.00000000
 626;160.43234253;850.12176514;133.36143494;850.00000000
 627;161.03167725;850.18237305;133.36930847;850.00000000
 628;161.63212585;850.00433350;133.35095215;850.00000000
 629;162.23126221;850.01922607;133.37191772;850.00000000
 630;162.83160400;849.95666504;133.37718201;850.00000000
 631;163.43200684;850.00738525;133.35882568;850.00000000
 632;164.03219604;849.95617676;133.38243103;850.00000000
 633;164.63128662;849.93200684;133.37718201;850.00000000
 634;165.23152161;850.06738281;133.37718201;850.00000000
 635;165.83189392;850.06231689;133.41653442;850.00000000
 636;166.43132019;849.98028564;133.37193298;850.00000000
 637;167.03178406;849.84912109;133.41653442;850.00000000
 638;167.63218689;850.00793457;133.40341187;850.00000000
 639;168.23132324;849.99768066;133.36930847;850.00000000
 640;168.83189392;850.01513672;133.38505554;850.00000000
 641;169.43218994;849.93096924;133.38768005;850.00000000
 642;170.03140259;849.96691895;133.38243103;850.00000000
 643;170.63189697;849.97406006;133.38505554;850.00000000
 644;171.23126221;849.87774658;133.41653442;850.00000000
 645;171.83160400;850.12799072;133.41914368;850.00000000
 646;172.43205261;849.99151611;133.41914368;850.00000000
 647;173.03143311;849.97302246;133.40339661;850.00000000
 648;173.63197327;850.07470703;133.41128540;850.00000000
 649;174.23219299;849.86639404;133.40078735;850.00000000
 650;174.83145142;849.97357178;133.40866089;850.00000000
 651;175.43203735;850.00793457;133.39028931;850.00000000
 652;176.03118896;850.00384521;133.38243103;850.00000000
 653;176.63169861;849.96838379;133.35882568;850.00000000
 654;177.23220825;850.08648682;133.38505554;850.00000000
 655;177.83154297;849.96691895;133.41914368;850.00000000
 656;178.43182373;850.03967285;133.43751526;850.00000000
 657;179.03134155;850.00329590;133.41128540;850.00000000
 658;179.63189697;850.09143066;133.44538879;850.00000000
 659;180.23120117;850.12219238;133.37718201;850.00000000
 660;180.83184814;850.05621338;133.41390991;850.00000000
 661;181.43124390;850.02069092;133.43487549;850.00000000
 662;182.03161621;849.89562988;133.41128540;850.00000000
 663;182.63226318;850.05822754;133.40866089;850.00000000
 664;183.23159790;850.03259277;133.44538879;850.00000000
 665;183.83216858;850.11730957;133.41653442;850.00000000
 666;184.43159485;850.08587646;133.43226624;850.00000000
 667;185.03190613;849.92071533;133.41915894;850.00000000
 668;185.63133240;849.94946289;133.40339661;850.00000000
 669;186.23197937;849.94842529;133.42439270;850.00000000
 670;186.83146667;850.02642822;133.38241577;850.00000000
 671;187.43186951;849.93872070;133.41389465;850.00000000
 672;188.03219604;849.93762207;133.40866089;850.00000000
 673;188.63142395;849.96734619;133.42962646;850.00000000
 674;189.23185730;850.03869629;133.41914368;850.00000000
 675;189.83116150;850.06335449;133.42964172;850.00000000
 676;190.43177795;849.99774170;133.42439270;850.00000000
 677;191.03233337;849.98541260;133.45324707;850.00000000
 678;191.63168335;849.97406006;133.42964172;850.00000000
 679;192.23222351;850.02087402;133.44013977;850.00000000
 680;192.83158875;850.10961914;133.44276428;850.00000000
 681;193.43179321;849.97302246;133.45587158;850.00000000
 682;194.03216553;850.03942871;133.47161865;850.00000000
 683;194.63151550;849.95513916;133.45326233;850.00000000
 684;195.23193359;850.04595947;133.45324707;850.00000000
 685;195.83131409;849.92077637;133.42439270;850.00000000
 686;196.43197632;850.00280762;133.42964172;850.00000000
 687;197.03125000;849.96795654;133.44276428;850.00000000
 688;197.63180542;850.02703857;133.45587158;850.00000000
 689;198.23118591;849.94946289;133.42176819;850.00000000
 690;198.83184814;850.00433350;133.44276428;850.00000000
 691;199.43115234;849.97247314;133.44538879;850.00000000
 692;200.03161621;850.04992676;133.45062256;850.00000000
 693;200.63197327;849.90173340;133.46112061;850.00000000
 694;201.23130798;850.02783203;133.45062256;850.00000000
 695;201.83172607;850.02844238;133.39816284;850.00000000
 696;202.43203735;850.14538574;133.41653442;850.00000000
 697;203.03118896;850.04083252;133.42176819;850.00000000
 698;203.63165283;849.93872070;133.41914368;850.00000000
 699;204.23191833;850.03356934;133.43751526;850.00000000
 700;204.83129883;849.95104980;133.41914368;850.00000000
 701;205.43171692;850.03411865;133.44801331;850.00000000
 702;206.03228760;849.85681152;133.43490601;850.00000000
 703;206.63171387;849.99053955;133.41653442;850.00000000
 704;207.23200989;850.02130127;133.41914368;850.00000000
 705;207.83135986;849.95062256;133.45587158;850.00000000
 706;208.43182373;850.02789307;133.41914368;850.00000000
 707;209.03207397;849.97204590;133.40603638;850.00000000
 708;209.63125610;850.06903076;133.44276428;850.00000000
 709;210.23175049;849.89654541;133.42439270;850.00000000
 710;210.83218384;849.93145752;133.44538879;850.00000000
 711;211.43150330;850.00933838;133.43489075;850.00000000
 712;212.03198242;850.02844238;133.43487549;850.00000000
 713;212.63117981;849.99151611;133.41653442;850.00000000
 714;213.23159790;850.03869629;133.41914368;850.00000000
 715;213.83206177;849.97406006;133.40339661;850.00000000
 716;214.43154907;850.03399658;133.42439270;850.00000000
 717;215.03205872;849.99707031;133.37716675;850.00000000
 718;215.63130188;850.05108643;133.41914368;850.00000000
 719;216.23188782;849.95666504;133.41653442;850.00000000
 720;216.83116150;850.10437012;133.39291382;850.00000000
 721;217.43161011;850.01513672;133.38505554;850.00000000
 722;218.03210449;850.18847656;133.39553833;850.00000000
 723;218.63124084;849.92694092;133.41128540;850.00000000
 724;219.23165894;850.05877686;133.40341187;850.00000000
 725;219.83210754;849.90844727;133.42440796;850.00000000
 726;220.43142700;850.00384521;133.44013977;850.00000000
 727;221.03196716;849.93255615;133.42176819;850.00000000
 728;221.63209534;849.98583984;133.40603638;850.00000000
 729;222.23123169;849.99365234;133.40339661;850.00000000
 730;222.83181763;850.00793457;133.40078735;850.00000000
 731;223.43122864;850.01513672;133.41914368;850.00000000
 732;224.03163147;850.09204102;133.43751526;850.00000000
 733;224.63194275;849.91638184;133.41653442;850.00000000
 734;225.23229980;850.06738281;133.43490601;850.00000000
 735;225.83142090;849.97406006;133.46112061;850.00000000
 736;226.43188477;849.95001221;133.40078735;850.00000000
 737;227.03215027;849.88482666;133.42701721;850.00000000
 738;227.63139343;849.99151611;133.42965698;850.00000000
 739;228.23182678;850.06842041;133.45587158;850.00000000
 740;228.83235168;849.98065186;133.41653442;850.00000000
 741;229.43164063;850.06335449;133.45324707;850.00000000
 742;230.03201294;850.05621338;133.45062256;850.00000000
 743;230.63134766;850.07629395;133.44012451;850.00000000
 744;231.23156738;849.97967529;133.43228149;850.00000000
 745;231.83212280;850.18743896;133.40866089;850.00000000
 746;232.43156433;849.96795654;133.45324707;850.00000000
 747;233.03207397;849.92132568;133.41914368;850.00000000
 748;233.63136292;849.90997314;133.41653442;850.00000000
 749;234.23159790;849.93914795;133.41390991;850.00000000
 750;234.83201599;850.02166748;133.40603638;850.00000000
 751;235.43116760;849.98583984;133.41390991;850.00000000
 752;236.03178406;849.99768066;133.44276428;850.00000000
 753;236.63121033;850.06335449;133.42701721;850.00000000
 754;237.23168945;850.03399658;133.42439270;850.00000000
 755;237.83116150;849.96795654;133.42701721;850.00000000
 756;238.43183899;849.97460938;133.41914368;850.00000000
 757;239.03228760;849.93872070;133.40603638;850.00000000
 758;239.63153076;849.97460938;133.41128540;850.00000000
 759;240.23205566;849.97406006;133.40603638;850.00000000
 760;240.83148193;849.98699951;133.42701721;850.00000000
 761;241.43199158;850.00384521;133.44538879;850.00000000
 762;242.03126526;850.04132080;133.42701721;850.00000000
 763;242.63191223;850.00653076;133.43487549;850.00000000
 764;243.23127747;849.96215820;133.42964172;850.00000000
 765;243.83184814;850.10998535;133.41914368;850.00000000
 766;244.43228149;850.03942871;133.40342712;850.00000000
 767;245.03157043;850.06958008;133.41128540;850.00000000
 768;245.63221741;850.04595947;133.42176819;850.00000000
 769;246.23234558;849.99206543;133.41389465;850.00000000
 770;246.83178711;850.03399658;133.44013977;850.00000000
 771;247.43231201;850.07513428;133.43226624;850.00000000
 772;248.03146362;850.00939941;133.40603638;850.00000000
 773;248.63185120;850.01562500;133.40078735;850.00000000
 774;249.23141479;850.04595947;133.41653442;850.00000000
 775;249.83171082;849.91070557;133.42964172;850.00000000
 776;250.43217468;849.96282959;133.36668396;850.00000000
 777;251.03132629;849.98522949;133.44538879;850.00000000
 778;251.63179016;850.05212402;133.42440796;850.00000000
 779;252.23225403;850.00384521;133.42440796;850.00000000
 780;252.83161926;849.95721436;133.39291382;850.00000000
 781;253.43220520;850.14239502;133.39028931;850.00000000
 782;254.03126526;850.01000977;133.37193298;850.00000000
 783;254.63153076;850.01611328;133.40078735;850.00000000
 784;255.23194885;849.99310303;133.36930847;850.00000000
 785;255.83126831;849.99255371;133.40341187;850.00000000
 786;256.43182373;849.99151611;133.35357666;850.00000000
 787;257.03125000;850.02905273;133.37191772;850.00000000
 788;257.63171387;849.95825195;133.32995605;850.00000000
 789;258.23205566;849.99255371;133.34834290;850.00000000
 790;258.83129883;850.02276611;133.37980652;850.00000000
 791;259.43170166;849.96343994;133.39553833;850.00000000
 792;260.03192139;849.98193359;133.35095215;850.00000000
 793;260.63229370;849.93359375;133.40342712;850.00000000
 794;261.23156738;849.99816895;133.37191772;850.00000000
 795;261.83200073;849.95214844;133.39028931;850.00000000
 796;262.43127441;850.07006836;133.37193298;850.00000000
 797;263.03161621;850.01458740;133.37718201;850.00000000
 798;263.63208008;849.96282959;133.38243103;850.00000000
 799;264.23129272;850.08898926;133.41653442;850.00000000
 800;264.83175659;850.03399658;133.37194824;850.00000000
 801;265.43124390;849.89776611;133.39028931;850.00000000
 802;266.03164673;849.99914551;133.40342712;850.00000000
 803;266.63220215;849.96447754;133.36668396;850.00000000
 804;267.23156738;849.98071289;133.36405945;850.00000000
 805;267.83209229;849.91015625;133.39553833;850.00000000
 806;268.43151855;849.98193359;133.41128540;850.00000000
 807;269.03176880;849.98175049;133.36405945;850.00000000
 808;269.63226318;850.07006836;133.37455750;850.00000000
 809;270.23153687;849.94696045;133.36145020;850.00000000
 810;270.83190918;849.94134521;133.32734680;850.00000000
 811;271.43228149;849.98645020;133.38243103;850.00000000
 812;272.03146362;850.14135742;133.33782959;850.00000000
 813;272.63192749;850.10089111;133.32734680;850.00000000
 814;273.23220825;849.97021484;133.37193298;850.00000000
 815;273.83139038;850.05255127;133.38505554;850.00000000
 816;274.43194580;849.94653320;133.37980652;850.00000000
 817;275.03228760;849.94592285;133.34307861;850.00000000
 818;275.63162231;849.96282959;133.33520508;850.00000000
 819;276.23214722;850.03515625;133.36930847;850.00000000
 820;276.83154297;850.00549316;133.35357666;850.00000000
 821;277.43206787;850.04699707;133.35093689;850.00000000
 822;278.03134155;849.98645020;133.33520508;850.00000000
 823;278.63165283;850.06439209;133.34046936;850.00000000
 824;279.23199463;849.93914795;133.29324341;850.00000000
 825;279.83126831;849.94653320;133.30635071;850.00000000
 826;280.43170166;849.97680664;133.30635071;850.00000000
 827;281.03222656;850.07006836;133.31159973;850.00000000
 828;281.63140869;849.88031006;133.30635071;850.00000000
 829;282.23184204;849.97515869;133.31684875;850.00000000
 830;282.83230591;849.95666504;133.31684875;850.00000000
 831;283.43151855;849.95831299;133.34570313;850.00000000
 832;284.03198242;850.00695801;133.34307861;850.00000000
 833;284.63119507;849.98278809;133.33258057;850.00000000
 834;285.23162842;850.02947998;133.33258057;850.00000000
 835;285.83215332;850.06475830;133.32997131;850.00000000
 836;286.43145752;849.95831299;133.32472229;850.00000000
 837;287.03192139;850.00549316;133.33520508;850.00000000
 838;287.63122559;849.92797852;133.32995605;850.00000000
 839;288.23171997;849.97009277;133.33520508;850.00000000
 840;288.83209229;850.01110840;133.31684875;850.00000000
 841;289.43121338;849.92297363;133.30635071;850.00000000
 842;290.03173828;850.07635498;133.30372620;850.00000000
 843;290.63198853;849.98907471;133.30897522;850.00000000
 844;291.23223877;849.99255371;133.30372620;850.00000000
 845;291.83148193;850.01776123;133.31159973;850.00000000
 846;292.43200684;850.00036621;133.32995605;850.00000000
 847;293.03228760;849.99359131;133.30110168;850.00000000
 848;293.63171387;850.02276611;133.33522034;850.00000000
 849;294.23202515;849.94091797;133.34570313;850.00000000
 850;294.83227539;849.95831299;133.33782959;850.00000000
 851;295.43154907;850.07720947;133.34045410;850.00000000
 852;296.03195190;849.93481445;133.32734680;850.00000000
 853;296.63122559;850.03411865;133.29586792;850.00000000
 854;297.23162842;849.91674805;133.30897522;850.00000000
 855;297.83197021;849.99816895;133.32997131;850.00000000
 856;298.43130493;849.97570801;133.31159973;850.00000000
 857;299.03164673;849.90332031;133.29586792;850.00000000
 858;299.63217163;850.06597900;133.31422424;850.00000000
 859;300.23123169;849.93988037;133.32472229;850.00000000
 860;300.83148193;849.98352051;133.32997131;850.00000000
 861;301.43191528;849.96954346;133.29061890;850.00000000
 862;302.03222656;850.09466553;133.31947327;850.00000000
 863;302.63134766;850.02392578;133.29061890;850.00000000
 864;303.23190308;850.02331543;133.29061890;850.00000000
 865;303.83126831;849.96502686;133.29849243;850.00000000
 866;304.43170166;849.96447754;133.33782959;850.00000000
 867;305.03207397;850.05371094;133.34043884;850.00000000
 868;305.63134766;850.01208496;133.30635071;850.00000000
 869;306.23175049;850.02905273;133.31422424;850.00000000
 870;306.83203125;850.05877686;133.26701355;850.00000000
 871;307.43121338;850.03613281;133.32734680;850.00000000
 872;308.03155518;849.86297607;133.30372620;850.00000000
 873;308.63186646;849.97686768;133.31684875;850.00000000
 874;309.23229980;849.97058105;133.31422424;850.00000000
 875;309.83160400;850.06652832;133.31422424;850.00000000
 876;310.43197632;850.00140381;133.27749634;850.00000000
 877;311.03128052;850.02386475;133.33258057;850.00000000
 878;311.63177490;850.02844238;133.29061890;850.00000000
 879;312.23120117;849.91162109;133.25914001;850.00000000
 880;312.83151245;849.98236084;133.26963806;850.00000000
 881;313.43191528;849.92852783;133.27749634;850.00000000
 882;314.03216553;849.99365234;133.29324341;850.00000000
 883;314.63162231;850.06439209;133.32209778;850.00000000
 884;315.23211670;850.04290771;133.30110168;850.00000000
 885;315.83148193;850.07110596;133.29849243;850.00000000
 886;316.43197632;850.15069580;133.29586792;850.00000000
 887;317.03134155;849.94653320;133.28800964;850.00000000
 888;317.63189697;850.04626465;133.31159973;850.00000000
 889;318.23229980;850.01776123;133.27487183;850.00000000
 890;318.83145142;850.09118652;133.27751160;850.00000000
 891;319.43182373;849.95202637;133.32472229;850.00000000
 892;320.03222656;850.12445068;133.28536987;850.00000000
 893;320.63137817;850.00708008;133.28010559;850.00000000
 894;321.23190308;849.90997314;133.29324341;850.00000000
 895;321.83212280;850.02941895;133.30372620;850.00000000
 896;322.43142700;849.93579102;133.31422424;850.00000000
 897;323.03204346;849.96447754;133.29061890;850.00000000
 898;323.63146973;849.97167969;133.29586792;850.00000000
 899;324.23196411;849.95166016;133.24078369;850.00000000
 900;324.83230591;850.04907227;133.27224731;850.00000000
 901;325.43154907;850.13122559;133.25389099;850.00000000
 902;326.03192139;850.07104492;133.30110168;850.00000000
 903;326.63232422;850.08337402;133.24078369;850.00000000
 904;327.23159790;849.99468994;133.25650024;850.00000000
 905;327.83206177;849.96386719;133.23553467;850.00000000
 906;328.43130493;850.05865479;133.26174927;850.00000000
 907;329.03170776;849.96954346;133.28274536;850.00000000
 908;329.63217163;849.97686768;133.21716309;850.00000000
 909;330.23147583;849.88305664;133.25653076;850.00000000
 910;330.83166504;850.10540771;133.23291016;850.00000000
 911;331.43212891;849.91284180;133.27224731;850.00000000
 912;332.03158569;849.96606445;133.22766113;850.00000000
 913;332.63180542;849.96502686;133.26963806;850.00000000
 914;333.23226929;849.97058105;133.27224731;850.00000000
 915;333.83175659;849.92871094;133.21978760;850.00000000
 916;334.43212891;849.92913818;133.25390625;850.00000000
 917;335.03128052;850.04626465;133.23291016;850.00000000
 918;335.63183594;849.98699951;133.24601746;850.00000000
 919;336.23229980;849.91717529;133.26438904;850.00000000
 920;336.83157349;849.95477295;133.23553467;850.00000000
 921;337.43200684;850.00085449;133.27224731;850.00000000
 922;338.03115845;849.97167969;133.24603271;850.00000000
 923;338.63143921;849.97009277;133.20930481;850.00000000
 924;339.23156738;849.85223389;133.19093323;850.00000000
 925;339.83203125;849.95373535;133.23028564;850.00000000
 926;340.43118286;850.07775879;133.21716309;850.00000000
 927;341.03192139;850.11407471;133.24601746;850.00000000
 928;341.63128662;850.04248047;133.20930481;850.00000000
 929;342.23196411;849.91674805;133.24864197;850.00000000
 930;342.83135986;849.94653320;133.21455383;850.00000000
 931;343.43191528;849.95996094;133.19880676;850.00000000
 932;344.03125000;849.93121338;133.21716309;850.00000000
 933;344.63174438;850.00653076;133.16732788;850.00000000
 934;345.23211670;849.97839355;133.21978760;850.00000000
 935;345.83139038;850.04803467;133.20405579;850.00000000
 936;346.43173218;849.94195557;133.22241211;850.00000000
 937;347.03210449;849.88769531;133.19880676;850.00000000
 938;347.63125610;849.98852539;133.21453857;850.00000000
 939;348.23156738;850.05371094;133.20143127;850.00000000
 940;348.83203125;850.03063965;133.20143127;850.00000000
 941;349.43127441;850.01824951;133.21716309;850.00000000
 942;350.03170776;850.03125000;133.14897156;850.00000000
 943;350.63226318;849.94818115;133.22241211;850.00000000
 944;351.23132324;850.05419922;133.20930481;850.00000000
 945;351.83178711;849.96447754;133.20405579;850.00000000
 946;352.43118286;850.01721191;133.20404053;850.00000000
 947;353.03167725;850.02508545;133.21453857;850.00000000
 948;353.63217163;850.13262939;133.20404053;850.00000000
 949;354.23153687;849.98852539;133.23551941;850.00000000
 950;354.83197021;849.96838379;133.20930481;850.00000000
 951;355.43154907;850.04187012;133.22766113;850.00000000
 952;356.03195190;850.06250000;133.20930481;850.00000000
 953;356.63223267;849.97631836;133.20930481;850.00000000
 954;357.23159790;849.93078613;133.23815918;850.00000000
 955;357.83209229;849.91162109;133.20668030;850.00000000
 956;358.43127441;849.95935059;133.22241211;850.00000000
 957;359.03167725;849.90759277;133.21716309;850.00000000
 958;359.63195801;850.06091309;133.24864197;850.00000000
 959;360.23117065;849.97888184;133.21455383;850.00000000
 960;360.83157349;850.04235840;133.25126648;850.00000000
 961;361.43188477;849.97119141;133.23815918;850.00000000
 962;362.03137207;849.94305420;133.21716309;850.00000000
 963;362.63183594;849.96093750;133.21978760;850.00000000
 964;363.23132324;850.07049561;133.19618225;850.00000000
 965;363.83163452;850.02508545;133.21455383;850.00000000
 966;364.43197632;850.11993408;133.20668030;850.00000000
 967;365.03131104;850.09057617;133.21716309;850.00000000
 968;365.63156128;849.89526367;133.18305969;850.00000000
 969;366.23208618;850.04907227;133.17256165;850.00000000
 970;366.83120728;849.88964844;133.15420532;850.00000000
 971;367.43176270;850.01580811;133.20143127;850.00000000
 972;368.03225708;850.07775879;133.17782593;850.00000000
 973;368.63168335;850.00714111;133.17259216;850.00000000
 974;369.23226929;849.97271729;133.20928955;850.00000000
 975;369.83139038;850.10699463;133.19357300;850.00000000
 976;370.43188477;850.01824951;133.15420532;850.00000000
 977;371.03228760;850.00811768;133.16732788;850.00000000
 978;371.63156128;849.97784424;133.15682983;850.00000000
 979;372.23199463;849.93640137;133.16206360;850.00000000
 980;372.83230591;850.06195068;133.16468811;850.00000000
 981;373.43136597;849.96038818;133.14634705;850.00000000
 982;374.03179932;850.04699707;133.16995239;850.00000000
 983;374.63131714;849.99530029;133.18830872;850.00000000
 984;375.23193359;849.93682861;133.16734314;850.00000000
 985;375.83212280;850.07208252;133.17257690;850.00000000
 986;376.43148804;850.01721191;133.15159607;850.00000000
 987;377.03213501;850.05578613;133.18045044;850.00000000
 988;377.63143921;849.94915771;133.16470337;850.00000000
 989;378.23181152;849.98236084;133.14372253;850.00000000
 990;378.83126831;850.00250244;133.13059998;850.00000000
 991;379.43200684;849.99542236;133.16995239;850.00000000
 992;380.03137207;850.05474854;133.20930481;850.00000000
 993;380.63186646;850.00201416;133.14897156;850.00000000
 994;381.23123169;850.00811768;133.13847351;850.00000000
 995;381.83172607;850.03155518;133.17520142;850.00000000
 996;382.43222046;850.04699707;133.15682983;850.00000000
 997;383.03140259;850.00756836;133.14111328;850.00000000
 998;383.63177490;850.00811768;133.17782593;850.00000000
 999;384.23211670;849.96093750;133.15159607;850.00000000
 1000;384.83117676;850.01373291;133.14111328;850.00000000
 1001;385.00067139;850.01080322;133.14634705;850.00000000
 1002;385.00396729;849.96667480;133.13322449;849.93286133
 1003;385.00515747;850.00878906;133.13322449;849.60327148
 1004;385.00634766;849.94195557;133.12797546;849.48425293
 1005;385.00753784;850.04907227;133.13584900;849.36523438
 1006;385.00872803;849.94244385;133.13061523;849.24621582
 1007;385.00991821;850.11334229;133.13847351;849.12719727
 1008;385.01110840;849.94812012;133.15682983;849.00817871
 1009;385.01229858;849.99645996;133.13847351;848.88916016
 1010;385.01348877;849.97271729;133.12797546;848.77014160
 1011;385.01470947;850.06091309;133.13059998;848.65112305
 1012;385.01593018;849.96667480;133.11224365;848.52905273
 1013;385.01712036;849.97009277;133.11749268;848.40698242
 1014;385.01831055;849.99017334;133.12535095;848.28796387
 1015;385.01950073;849.90655518;133.11486816;848.16894531
 1016;385.02072144;850.03784180;133.11486816;848.04992676
 1017;385.02191162;849.84240723;133.13061523;847.92785645
 1018;385.02310181;850.01269531;133.11749268;847.80883789
 1019;385.02429199;850.02093506;133.13320923;847.68981934
 1020;385.02548218;849.95581055;133.12011719;847.57080078
